index,national,country,format_name,name,geo_type,iso_a3,marker_lat,marker_long,name_popup,inc_popup,inc_popup_cd,inc_popup_uc,epi_stage_popup,WESP_18_class_popup,inc_IBD,inc_CD,inc_UC,inc_IBD_popup,inc_CD_popup,inc_UC_popup,epi_stage,pop_based,inc_most_recent,inc_AAPC,WESP_18_class,UN_geoscheme,decade,Notes,DeveloperNotes
152,No,Panama,Panama,Panama,country,PAN,8.559559,-81.1308434,"<p style=""font-size: 150%""><b>Panama</b></p>","<p style=""font-size: 125%""><b>Colón:</b> In 1987, the incidence of ulcerative colitis was 1.2/100,000. In 1993, the incidence of ulcerative colitis was 2.4/100,000. Over the 1987–1993 period, no cases of Crohn’s disease were reported (<a href='https://pubmed.ncbi.nlm.nih.gov/10348927/' target='_blank'>Linares de la Cal 1999</a>).<br><br>

References: <a href='https://pubmed.ncbi.nlm.nih.gov/10348927/' target='_blank'>Linares de la Cal 1999</a></p>","<p style=""font-size: 125%""><b>Colón:</b> Over the 1987–1993 period, no cases of Crohn’s disease were reported (<a href='https://pubmed.ncbi.nlm.nih.gov/10348927/' target='_blank'>Linares de la Cal 1999</a>).<br><br>

References: <a href='https://pubmed.ncbi.nlm.nih.gov/10348927/' target='_blank'>Linares de la Cal 1999</a></p>","<p style=""font-size: 125%""><b>Colón:</b> In 1987, the incidence of ulcerative colitis was 1.2/100,000. In 1993, the incidence of ulcerative colitis was 2.4/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/10348927/' target='_blank'>Linares de la Cal 1999</a>).<br><br>

References: <a href='https://pubmed.ncbi.nlm.nih.gov/10348927/' target='_blank'>Linares de la Cal 1999</a></p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developing</p>",1.104008743,5.442091396,0.654885882,"<p style=""font-size: 125%"">Overall incidence: 1.1<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 5.44<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 0.65<br></p>",E,pop,,,developing,,,,
153,,Panama,Colón,Colón,region,,9.3553005,-79.8974085,"<p style=""font-size: 150%""><b>Colón</b></p>","<p style=""font-size: 125%""><b>Colón:</b> In 1987, the incidence of ulcerative colitis was 1.2/100,000. In 1993, the incidence of ulcerative colitis was 2.4/100,000. Over the 1987–1993 period, no cases of Crohn’s disease were reported (<a href='https://pubmed.ncbi.nlm.nih.gov/10348927/' target='_blank'>Linares de la Cal 1999</a>).</p>","<p style=""font-size: 125%""><b>Colón:</b> Over the 1987–1993 period, no cases of Crohn’s disease were reported (<a href='https://pubmed.ncbi.nlm.nih.gov/10348927/' target='_blank'>Linares de la Cal 1999</a>).</p>","<p style=""font-size: 125%""><b>Colón:</b> In 1987, the incidence of ulcerative colitis was 1.2/100,000. In 1993, the incidence of ulcerative colitis was 2.4/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/10348927/' target='_blank'>Linares de la Cal 1999</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developing</p>",,,,,,,E,pop,,,developing,,,,
154,No,Philippines,Philippines,Philippines,country,PHL,12.7503486,122.7312101,"<p style=""font-size: 150%""><b>Philippines</b></p>","<p style=""font-size: 125%""><b>Manila:</> Over the 2011–2013 period, the incidence of Crohn’s disease and ulcerative colitis was 0.16/100,000 and 0.15/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>Manila:</> Over the 2011–2013 period, the incidence of Crohn’s disease was 0.16/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>Manila:</> Over the 2011–2013 period, the incidence of ulcerative colitis was 0.15/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",10.45922728,17.71580911,3.711903417,"<p style=""font-size: 125%"">Overall incidence: 10.46<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 17.72<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 3.71<br></p>",E,pop,,,developing,,,,
155,,Philippines,Manila,Manila,municipality,,14.5948914,120.9782618,"<p style=""font-size: 150%""><b>Manila</b></p>","<p style=""font-size: 125%""><b>Manila:</> Over the 2011–2013 period, the incidence of Crohn’s disease and ulcerative colitis was 0.16/100,000 and 0.15/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>Manila:</> Over the 2011–2013 period, the incidence of Crohn’s disease was 0.16/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>Manila:</> Over the 2011–2013 period, the incidence of ulcerative colitis was 0.15/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",,,,,,,E,pop,,,developing,,,,
156,No,Poland,Poland,Poland,country,POL,52.215933,19.134422,"<p style=""font-size: 150%""><b>Poland</b></p>","<p style=""font-size: 125%""><b>Warsaw:</b> Over the 1951–1960 period, the incidence of Crohn’s disease was estimated at 0.66/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/14152252/' target='_blank'>Chojecki 1964</a>).</p>","<p style=""font-size: 125%""><b>Warsaw:</b> Over the 1951–1960 period, the incidence of Crohn’s disease was estimated at 0.66/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/14152252/' target='_blank'>Chojecki 1964</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",4.274757403,0.777217668,0.938270002,"<p style=""font-size: 125%"">Overall incidence: 4.27<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 0.78<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 0.94<br></p>",AI,pop,,,developed,,,,
157,,Poland,Warsaw,Warsaw,municipality,,52.2319581,21.0067249,"<p style=""font-size: 150%""><b>Warsaw</b></p>","<p style=""font-size: 125%""><b>Warsaw:</b> Over the 1951–1960 period, the incidence of Crohn’s disease was estimated at 0.66/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/14152252/' target='_blank'>Chojecki 1964</a>).</p>","<p style=""font-size: 125%""><b>Warsaw:</b> Over the 1951–1960 period, the incidence of Crohn’s disease was estimated at 0.66/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/14152252/' target='_blank'>Chojecki 1964</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,pop,,,developed,,,,
158,No,Portugal,Portugal,Portugal,country,PRT,40.0332629,-7.8896263,"<p style=""font-size: 150%""><b>Portugal</b></p>","<p style=""font-size: 125%""><b>Almada:</b> Over the 1991–1993 period, the incidence of Crohn’s disease and ulcerative colitis was 2.3/100,000 and 1.7/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Braga:</b> Over the 1991–1993 period, the incidence of Crohn’s disease and ulcerative colitis was 3.7/100,000 and 5.5/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Vale de Sousa:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 7/100,000 and 3.8/100,000, respectively. In 2011, the incidence of Crohn’s disease and ulcerative colitis was 5.7/100,000 and 6.1/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).<br><br>

References: <a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a></p>","<p style=""font-size: 125%""><b>Almada:</b> Over the 1991–1993 period, the incidence of Crohn’s disease was 2.3/100,000 (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Braga:</b> Over the 1991–1993 period, the incidence of Crohn’s disease was 3.7/100,000 (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Vale de Sousa:</b> In 2010, the incidence of Crohn’s disease was 7/100,000. In 2011, the incidence was 5.7/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).<br><br>

References: <a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a></p>","<p style=""font-size: 125%""><b>Almada:</b> Over the 1991–1993 period, the incidence of ulcerative colitis was 1.7/100,000 (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Braga:</b> Over the 1991–1993 period, the incidence of ulcerative colitis was 5.5/100,000 (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Vale de Sousa:</b> In 2010, the incidence of ulcerative colitis was 3.8/100,000. In 2011, the incidence of ulcerative colitis was 6.1/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).<br><br>

References: <a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a></p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",24.7700615,5.053619853,3.150114182,"<p style=""font-size: 125%"">Overall incidence: 24.77<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 5.05<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 3.15<br></p>",CP,notpop,,,developed,,,,
159,,Portugal,Vale de Sousa,Vale de Sousa,region,,39.7987265,-8.754088,"<p style=""font-size: 150%""><b>Vale de Sousa</b></p>","<p style=""font-size: 125%""><b>Vale de Sousa:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 7/100,000 and 3.8/100,000, respectively. In 2011, the incidence of Crohn’s disease and ulcerative colitis was 5.7/100,000 and 6.1/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).</p>","<p style=""font-size: 125%""><b>Vale de Sousa:</b> In 2010, the incidence of Crohn’s disease was 7/100,000. In 2011, the incidence was 5.7/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).</p>","<p style=""font-size: 125%""><b>Vale de Sousa:</b> In 2010, the incidence of ulcerative colitis was 3.8/100,000. In 2011, the incidence was 6.1/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,CP,notpop,,,developed,,,,
160,,Portugal,Almada,Almada,municipality,,38.6831302,-9.1576301,"<p style=""font-size: 150%""><b>Almada</b></p>","<p style=""font-size: 125%""><b>Almada:</b> Over the 1991–1993 period, the incidence of Crohn’s disease and ulcerative colitis was 2.3/100,000 and 1.7/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).</p>","<p style=""font-size: 125%""><b>Almada:</b> Over the 1991–1993 period, the incidence of Crohn’s disease was 2.3/100,000 (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).</p>","<p style=""font-size: 125%""><b>Almada:</b> Over the 1991–1993 period, the incidence of ulcerative colitis was 1.7/100,000 (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,CP,notpop,,,developed,,,,
161,,Portugal,Braga,Braga,municipality,,41.5510583,-8.4280045,"<p style=""font-size: 150%""><b>Braga</b></p>","<p style=""font-size: 125%""><b>Braga:</b> Over the 1991–1993 period, the incidence of Crohn’s disease and ulcerative colitis was 3.7/100,000 and 5.5/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).</p>","<p style=""font-size: 125%""><b>Braga:</b> Over the 1991–1993 period, the incidence of Crohn’s disease was 3.7/100,000 (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).</p>","<p style=""font-size: 125%""><b>Braga:</b> Over the 1991–1993 period, the incidence of ulcerative colitis was 5.5/100,000 (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,CP,notpop,,,developed,,,,
162,No,Puerto Rico,Puerto Rico,Puerto Rico,country,PRI,18.19897685,-66.26152219,"<p style=""font-size: 150%""><b>Puerto Rico</b></p>","<p style=""font-size: 125%""><b>Southwest:</b> In 1996, the incidence of Crohn’s disease an ulcerative colitis was 0.49/100,000 and 1.96/100,000, respectively. In 2000, the incidence of Crohn’s disease and ulcerative colitis was 1.96/100,000 and 3.32/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/10/2/106/4706184?login=true' target='_blank'>Appleyard 2004</a>).<br><br>

References: <a href='https://academic.oup.com/ibdjournal/article/10/2/106/4706184?login=true' target='_blank'>Appleyard 2004</a></p>","<p style=""font-size: 125%""><b>Southwest:</b> In 1996, the incidence of Crohn’s disease was 0.49/100,000. In 2000, the incidence was 1.96/100,000 (<a href='https://academic.oup.com/ibdjournal/article/10/2/106/4706184?login=true' target='_blank'>Appleyard 2004</a>).<br><br>

References: <a href='https://academic.oup.com/ibdjournal/article/10/2/106/4706184?login=true' target='_blank'>Appleyard 2004</a></p>","<p style=""font-size: 125%""><b>Southwest:</b> In 1996, the incidence of Crohn’s disease an ulcerative colitis was 1.96/100,000. In 2000, the incidence was 3.32/100,000 (<a href='https://academic.oup.com/ibdjournal/article/10/2/106/4706184?login=true' target='_blank'>Appleyard 2004</a>).<br><br>

References: <a href='https://academic.oup.com/ibdjournal/article/10/2/106/4706184?login=true' target='_blank'>Appleyard 2004</a></p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developing</p>",13.30464248,14.84105574,14.66137587,"<p style=""font-size: 125%"">Overall incidence: 13.3<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 14.84<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 14.66<br></p>",AI,notpop,,,developing,,,,
163,,Puerto Rico,"Southwest Puerto Rico (Guayama, Ponce, San German, Yauco, and Mayagüez)",Southwest Puerto Rico,region,,18.10997,-66.588389,"<p style=""font-size: 150%""><b>Southwest Puerto Rico</b></p>","<p style=""font-size: 125%""><b>Southwest:</b> In 1996, the incidence of Crohn’s disease an ulcerative colitis was 0.49/100,000 and 1.96/100,000, respectively. In 2000, the incidence of Crohn’s disease and ulcerative colitis was 1.96/100,000 and 3.32/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/10/2/106/4706184?login=true' target='_blank'>Appleyard 2004</a>).</p>","<p style=""font-size: 125%""><b>Southwest:</b> In 1996, the incidence of Crohn’s disease was 0.49/100,000. In 2000, the incidence of Crohn’s disease was 1.96/100,000 (<a href='https://academic.oup.com/ibdjournal/article/10/2/106/4706184?login=true' target='_blank'>Appleyard 2004</a>).</p>","<p style=""font-size: 125%""><b>Southwest:</b> In 1996, the incidence of Crohn’s disease an ulcerative colitis was 1.96/100,000. In 2000, the incidence was 3.32/100,000 (<a href='https://academic.oup.com/ibdjournal/article/10/2/106/4706184?login=true' target='_blank'>Appleyard 2004</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developing</p>",,,,,,,AI,notpop,,,developing,,,,
164,,Romania,Romania,Romania,country,ROU,45.9852129,24.6859225,"<p style=""font-size: 150%""><b>Romania</b></p>","<p style=""font-size: 125%""><b>National:</b> In 2002, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.5/100,000 and 0.97/100,000, respectively (<a href='https://journals.lww.com/eurojgh/Abstract/2004/11000/Epidemiology_of_inflammatory_bowel_disease_in.12.aspx' target='_blank'>Gheorghe 2004</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2002, the incidence of Crohn’s disease was estimated at 0.5/100,000 (<a href='https://journals.lww.com/eurojgh/Abstract/2004/11000/Epidemiology_of_inflammatory_bowel_disease_in.12.aspx' target='_blank'>Gheorghe 2004</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2002, the incidence of ulcerative colitis was estimated at 0.97/100,000 (<a href='https://journals.lww.com/eurojgh/Abstract/2004/11000/Epidemiology_of_inflammatory_bowel_disease_in.12.aspx' target='_blank'>Gheorghe 2004</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",28.40940696,20.23407149,13.11104404,"<p style=""font-size: 125%"">Overall incidence: 28.41<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 20.23<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 13.11<br></p>",AI,pop,,,developed,,,,
