Author,StudyYear,Continent,Country,Region,geo_type,zoom,admin,name,name_format,AgeRange,age_cat,Subgroup,Year,year_mid,IBD_IncidencePer100000,CD_IncidencePer100000,UC_IncidencePer100000,IBDU_IncidencePer100000,IBD_PrevalencePer100000,CD_PrevalencePer100000,UC_PrevalencePer100000,IBDU_PrevalencePer100000,Standardization,Reference,URL
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,2008,2008,,7.1,8.05,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,2009,2009,,5.47,9.71,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,2009,2009,,9.78,5.93,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,2010,2010,,7.1,8.45,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,2010,2010,,7.71,6.92,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,2011,2011,,5.52,7.25,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,2011,2011,,7.59,6.69,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,2012,2012,,6.72,8.25,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,2012,2012,,6.97,8.86,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,2013,2013,,10,7.2,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,2013,2013,,9.4,6.2,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,1980-1981,1981,,0.69,3.21,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Females,1980-2013,1997,,2.2,3.7,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Males,1980-2013,1997,,2.6,3,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,1980-2013,1997,,2.4,3.3,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,1982-1983,1983,,0.92,1.93,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,1984-1985,1985,,1.19,2.11,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,1986-1987,1987,,1.01,2.29,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,1988-1989,1989,,1.15,2.48,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,1990-1991,1991,,1.29,1.93,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,1992-1993,1993,,1.7,2.48,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,1994-1995,1995,,1.51,3.3,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,1996-1997,1997,,2.11,2.94,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,1998-1999,1999,,3.21,3.49,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,2000-2001,2001,,2.57,4.5,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,2002-2003,2003,,2.52,4.13,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,2004-2005,2005,,3.35,4.13,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,2006-2007,2007,,3.81,4.22,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,2008-2009,2009,,4.86,5.14,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,2010-2011,2011,,4.31,4.31,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Lophaven,2017,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,2012-2013,2013,,3.9,3.49,,,,,,,Lophaven et al. The incidence of inflammatory bowel disease in Denmark 1980-2013: a nationwide cohort study. Aliment Pharmacol Ther. 2017;45:961.,http://dx.doi.org/10.1111/apt.13971
Norgard,2014,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Females,1995-2011,2003,,,3,,,,,,age-standardized,Norgard et al. The incidence of ulcerative colitis (1995-2011) and Crohn's disease (1995-2012) - Based on nationwide Danish registry data. Journal of Crohn's and Colitis. 2014;8:1274.,http://dx.doi.org/10.1016/j.crohns.2014.03.006
Norgard,2014,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Males,1995-2011,2003,,,2.4,,,,,,age-standardized,Norgard et al. The incidence of ulcerative colitis (1995-2011) and Crohn's disease (1995-2012) - Based on nationwide Danish registry data. Journal of Crohn's and Colitis. 2014;8:1274.,http://dx.doi.org/10.1016/j.crohns.2014.03.006
Norgard,2014,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Females,1995-2012,2004,,2.8,,,,,,,age-standardized,Norgard et al. The incidence of ulcerative colitis (1995-2011) and Crohn's disease (1995-2012) - Based on nationwide Danish registry data. Journal of Crohn's and Colitis. 2014;8:1274.,http://dx.doi.org/10.1016/j.crohns.2014.03.006
Norgard,2014,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Males,1995-2012,2004,,3.3,,,,,,,age-standardized,Norgard et al. The incidence of ulcerative colitis (1995-2011) and Crohn's disease (1995-2012) - Based on nationwide Danish registry data. Journal of Crohn's and Colitis. 2014;8:1274.,http://dx.doi.org/10.1016/j.crohns.2014.03.006
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,<17,Pediatric-Onset,Females,2002-2007,2005,5.4,3.02,2.15,0.24,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,<17,Pediatric-Onset,Males,2002-2007,2005,7.33,4.54,1.89,0.91,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,<17,Pediatric-Onset,Overall,2002-2007,2005,6.39,3.8,2.01,0.58,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,<6,Very Early-Onset,Females,2002-2007,2005,1.1,0,0.9,0.2,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,<6,Very Early-Onset,Males,2002-2007,2005,1.3,0.2,0.5,0.7,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,6-10,Pediatric-Onset,Females,2002-2007,2005,3.1,2,1.1,0,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,6-10,Pediatric-Onset,Males,2002-2007,2005,8.1,4.6,3.2,0.3,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,11-16,Pediatric-Onset,Females,2002-2007,2005,11,7,3,1,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,11-16,Pediatric-Onset,Males,2002-2007,2005,12.2,8,3.2,1,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,<17,Pediatric-Onset,Females,2008-2013,2011,7.47,4.05,2.86,0.56,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,<17,Pediatric-Onset,Males,2008-2013,2011,11.19,7.56,2.49,1.13,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,<17,Pediatric-Onset,Overall,2008-2013,2011,9.37,5.85,2.67,0.85,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,<6,Very Early-Onset,Females,2008-2013,2011,0.7,0,0.4,0,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,<6,Very Early-Onset,Males,2008-2013,2011,1.1,0.7,0.5,0,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,6-10,Pediatric-Onset,Females,2008-2013,2011,4,2,1.4,0.5,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,6-10,Pediatric-Onset,Males,2008-2013,2011,8.7,5.7,1.6,1.4,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
Ashton,2014,Europe,England,"Wessex, Southern England",region,6,United Kingdom,Wessex,Wessex,11-16,Pediatric-Onset,Females,2008-2013,2011,16.3,9.1,6.2,1,,,,,,"Ashton et al. Rising incidence of paediatric inflammatory bowel disease (PIBD) in Wessex, Southern England. Archives of Disease in Childhood: Education and Practice Edition. 2014;99:659.",http://dx.doi.org/10.1136/archdischild-2013-305419
