index,national,country,name_format,name,geo_ type,iso_a3,marker_lat,marker_long,name_popup,prev_popup,prev_popup_cd,prev_popup_uc,epi_stage_popup,WESP_18_class_popup,prev_IBD,prev_CD,prev_UC,prev_IBD_popup,prev_CD_popup,prev_UC_popup,epi_stage,pop_based,prev_most_recent,prev_AAPC,WESP_18_class,UN_geoscheme,decade,Notes,DeveloperNotes
76,,Netherlands,,Leiden,municipality,,52.1601,4.497,"<p style=""font-size: 150%""><b>Leiden</b></p>","<p style=""font-size: 125%""><b>Leiden:</b> In 1983, the prevalence of Crohn’s disease and ulcerative colitis was 48/100,000 and 58.4/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/0016508587905580?via%3Dihub' target='_blank'>Shivananda 1987a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528708991948' target='_blank'>Shivananda 1987b</a>).</p>","<p style=""font-size: 125%""><b>Leiden:</b> In 1983, the prevalence of Crohn’s disease was 48/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/0016508587905580?via%3Dihub' target='_blank'>Shivananda 1987a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528708991948' target='_blank'>Shivananda 1987b</a>).</p>","<p style=""font-size: 125%""><b>Leiden:</b> In 1983, the prevalence of ulcerative colitis was 58.4/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/0016508587905580?via%3Dihub' target='_blank'>Shivananda 1987a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528708991948' target='_blank'>Shivananda 1987b</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",0.756411089,12.62511269,3.348070862,"<p style=""font-size: 125%"">Overall prevalence: 0.76<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.63<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 3.35<br></p>",CP,pop,,,developed,,,,
77,No,New Zealand,,New Zealand,country,NZL,,,"<p style=""font-size: 150%""><b>New Zealand</b></p>","<p style=""font-size: 125%""><b>Canterbury:</b> In 2005, the prevalence of Crohn’s disease and ulcerative colitis was 145.3/100,000 and 121.6/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>).</p>","<p style=""font-size: 125%""><b>Canterbury:</b> In 2005, the prevalence of Crohn’s disease was 145.3/100,000 (<a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>).</p>","<p style=""font-size: 125%""><b>Canterbury:</b> In 2005, the prevalence of ulcerative colitis was 121.6/100,000 (<a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",25.02564617,27.43474718,24.02972167,"<p style=""font-size: 125%"">Overall prevalence: 25.03<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 27.43<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 24.03<br></p>",CP,pop,,,developed,,,,
78,,New Zealand,,Canterbury,region,,-43.7542,171.1637,"<p style=""font-size: 150%""><b>Canterbury</b></p>","<p style=""font-size: 125%""><b>Canterbury:</b> In 2005, the prevalence of Crohn’s disease and ulcerative colitis was 145.3/100,000 and 121.6/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>).</p>","<p style=""font-size: 125%""><b>Canterbury:</b> In 2005, the prevalence of Crohn’s disease was 145.3/100,000 (<a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>).</p>","<p style=""font-size: 125%""><b>Canterbury:</b> In 2005, the prevalence of ulcerative colitis was 121.6/100,000 (<a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",25.02564617,27.43474718,24.02972167,"<p style=""font-size: 125%"">Overall prevalence: 25.03<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 27.43<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 24.03<br></p>",CP,pop,,,developed,,,,
79,No,Norway,,Norway,country,NOR,,,"<p style=""font-size: 150%""><b>Norway</b></p>","<p style=""font-size: 125%""><b>Western:</b> In 1985, the prevalence of ulcerative colitis was 92/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528809093904' target='_blank'>Haug 1988</a>).<br><br>

<b>Southeast:</b> In 1993, the prevalence of Crohn’s disease and ulcerative colitis was 262/100,000 and 505/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/3/2/92/508560?login=true' target='_blank'>Bengtson 2009</a>).</p>","<p style=""font-size: 125%""><b>Southeast:</b> In 1993, the prevalence of Crohn’s disease was 262/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/3/2/92/508560?login=true' target='_blank'>Bengtson 2009</a>).</p>","<p style=""font-size: 125%""><b>Western:</b> In 1985, the prevalence of ulcerative colitis was 92/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528809093904' target='_blank'>Haug 1988</a>).<br><br>

<b>Southeast:</b> In 1993, the prevalence of ulcerative colitis was 505/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/3/2/92/508560?login=true' target='_blank'>Bengtson 2009</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",28.00662533,26.20448967,3.241138049,"<p style=""font-size: 125%"">Overall prevalence: 28.01<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 26.2<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 3.24<br></p>",AI,pop,,,developed,,,,
80,,Norway,,Western Norway,region,,,,"<p style=""font-size: 150%""><b>Western Norway</b></p>","<p style=""font-size: 125%""><b>Western:</b> In 1985, the prevalence of ulcerative colitis was 92/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528809093904' target='_blank'>Haug 1988</a>).</p>",,"<p style=""font-size: 125%""><b>Western:</b> In 1985, the prevalence of ulcerative colitis was 92/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528809093904' target='_blank'>Haug 1988</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",28.00662533,26.20448967,3.241138049,"<p style=""font-size: 125%"">Overall prevalence: 28.01<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 26.2<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 3.24<br></p>",AI,pop,,,developed,,,,
81,,Norway,,Southeast Norway,region,,,,"<p style=""font-size: 150%""><b>Souteast Norway</b></p>","<p style=""font-size: 125%""><b>Southeast:</b> In 1993, the prevalence of Crohn’s disease and ulcerative colitis was 262/100,000 and 505/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/3/2/92/508560?login=true' target='_blank'>Bengtson 2009</a>).</p>","<p style=""font-size: 125%""><b>Southeast:</b> In 1993, the prevalence of Crohn’s disease was 262/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/3/2/92/508560?login=true' target='_blank'>Bengtson 2009</a>).</p>","<p style=""font-size: 125%""><b>Southeast:</b> In 1993, the prevalence of ulcerative colitis was 505/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/3/2/92/508560?login=true' target='_blank'>Bengtson 2009</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",28.00662533,26.20448967,3.241138049,"<p style=""font-size: 125%"">Overall prevalence: 28.01<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 26.2<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 3.24<br></p>",AI,pop,,,developed,,,,
82,No,Poland,,Poland,country,POL,,,"<p style=""font-size: 150%""><b>Poland</b></p>","<p style=""font-size: 125%""><b>Warsaw:</b> In 1960, the prevalence of Crohn’s disease was 66/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/14152252/' target='_blank'>Chojecki 1964</a>).</p>","<p style=""font-size: 125%""><b>Warsaw:</b> In 1960, the prevalence of Crohn’s disease was 66/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/14152252/' target='_blank'>Chojecki 1964</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",27.45874402,29.86550545,27.64048544,"<p style=""font-size: 125%"">Overall prevalence: 27.46<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 29.87<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 27.64<br></p>",AI,pop,,,developed,,,,
83,,Poland,,Warsaw,municipality,,52.2297,21.0122,"<p style=""font-size: 150%""><b>Warsaw</b></p>","<p style=""font-size: 125%""><b>Warsaw:</b> In 1960, the prevalence of Crohn’s disease was 66/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/14152252/' target='_blank'>Chojecki 1964</a>).</p>","<p style=""font-size: 125%""><b>Warsaw:</b> In 1960, the prevalence of Crohn’s disease was 66/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/14152252/' target='_blank'>Chojecki 1964</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",27.45874402,29.86550545,27.64048544,"<p style=""font-size: 125%"">Overall prevalence: 27.46<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 29.87<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 27.64<br></p>",AI,pop,,,developed,,,,
84,,Portugal,,Portugal,country,PRT,,,"<p style=""font-size: 150%""><b>Portugal</b></p>","<p style=""font-size: 125%""><b>National:</b> In 2003, the prevalence of Crohn’s disease and ulcerative colitis was 43/100,000 and 42/100,000, respectively. In 2007, the prevalence of Crohn’s disease and ulcerative colitis had risen to 73/100,000 and 71/100,000, respectively (<a href='https://onlinelibrary.wiley.com/doi/10.1002/pds.1930' target='_blank'>Azevedo 2010</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2003, the prevalence of Crohn’s disease was 43/100,000. In 2007, the prevalence had risen to 73/100,000 (<a href='https://onlinelibrary.wiley.com/doi/10.1002/pds.1930' target='_blank'>Azevedo 2010</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2003, the prevalence of ulcerative colitis was 42/100,000. By 2007, the prevalence of ulcerative colitis had risen to 71/100,000 (<a href='https://onlinelibrary.wiley.com/doi/10.1002/pds.1930' target='_blank'>Azevedo 2010</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",26.89954367,28.21506919,5.771566482,"<p style=""font-size: 125%"">Overall prevalence: 26.9<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 28.22<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 5.77<br></p>",CP,notpop,,,developed,,,,
85,No,Puerto Rico,,Puerto Rico,country,PRI,,,"<p style=""font-size: 150%""><b>Puerto Rico</b></p>","<p style=""font-size: 125%""><b>San Juan:</b> In 2002, the prevalence of Crohn’s disease and ulcerative colitis was 11.43/100,000 and 21.72/100,000, respectively. In 2005, the prevalence of Crohn’s disease and ulcerative colitis had risen to 14.9/100,000 and 23.32/100,000, respectively (<a href='' target='_blank'>Vendrell 2013</a>).</p>","<p style=""font-size: 125%""><b>San Juan:</b> In 2002, the prevalence of Crohn’s disease was 11.43/100,000. In 2005, the prevalence had risen to 14.9/100,000 (<a href='' target='_blank'>Vendrell 2013</a>).</p>","<p style=""font-size: 125%""><b>San Juan:</b> In 2002, the prevalence of ulcerative colitis was 21.72/100,000. By 2005, the prevalence of ulcerative colitis had risen to 23.32/100,000 (<a href='' target='_blank'>Vendrell 2013</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developing</p>",15.72535057,20.89299881,22.67446703,"<p style=""font-size: 125%"">Overall prevalence: 15.73<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 20.89<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 22.67<br></p>",AI,notpop,,,developing,,,,
86,,Puerto Rico,,San Juan,municipality,,18.4655,66.1057,"<p style=""font-size: 150%""><b>San Juan</b></p>","<p style=""font-size: 125%""><b>San Juan:</b> In 2002, the prevalence of Crohn’s disease and ulcerative colitis was 11.43/100,000 and 21.72/100,000, respectively. In 2005, the prevalence of Crohn’s disease and ulcerative colitis had risen to 14.9/100,000 and 23.32/100,000, respectively (<a href='' target='_blank'>Vendrell 2013</a>).</p>","<p style=""font-size: 125%""><b>San Juan:</b> In 2002, the prevalence of Crohn’s disease was 11.43/100,000. In 2005, the prevalence had risen to 14.9/100,000 (<a href='' target='_blank'>Vendrell 2013</a>).</p>","<p style=""font-size: 125%""><b>San Juan:</b> In 2002, the prevalence of ulcerative colitis was 21.72/100,000. By 2005, the prevalence of ulcerative colitis had risen to 23.32/100,000 (<a href='' target='_blank'>Vendrell 2013</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developing</p>",15.72535057,20.89299881,22.67446703,"<p style=""font-size: 125%"">Overall prevalence: 15.73<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 20.89<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 22.67<br></p>",AI,notpop,,,developing,,,,
87,,Romania,,Romania,country,ROU,,,"<p style=""font-size: 150%""><b>Romania</b></p>","<p style=""font-size: 125%""><b>National:</b> In 2003, the prevalence of Crohn’s disease and ulcerative colitis was 1.51/100,000 and 2.42/100,000, respectively (<a href='https://journals.lww.com/eurojgh/Fulltext/2004/11000/Epidemiology_of_inflammatory_bowel_disease_in.12.aspx' target='_blank'>Gheorghe 2004</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2003, the prevalence of Crohn’s disease was 1.51/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2004/11000/Epidemiology_of_inflammatory_bowel_disease_in.12.aspx' target='_blank'>Gheorghe 2004</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2003, the prevalence of ulcerative colitis was 2.42/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2004/11000/Epidemiology_of_inflammatory_bowel_disease_in.12.aspx' target='_blank'>Gheorghe 2004</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",26.26767034,13.52982662,15.34164714,"<p style=""font-size: 125%"">Overall prevalence: 26.27<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 13.53<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 15.34<br></p>",AI,pop,,,developed,,,,
88,,Singapore,,Singapore,country,SGP,,,"<p style=""font-size: 150%""><b>Singapore</b></p>","<p style=""font-size: 125%""><b>National:</b> In 1990, the prevalence of Crohn’s disease and ulcerative colitis was 1.3/100,000 and 8.6/100,000, respectively (<a href='https://onlinelibrary.wiley.com/doi/10.1111/j.1440-1746.1992.tb00997.x' target='_blank'>Tan 1992</a>). In 1996, the prevalence of Crohn’s disease and ulcerative colitis was 3.6/100,000 and 6/100,000, respectively (<a href='https://www.wjgnet.com/1007-9327/full/v24/i3/424.htm' target='_blank'>Lee 2000</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 1990, the prevalence of Crohn’s disease was 1.3/100,000 (<a href='https://onlinelibrary.wiley.com/doi/10.1111/j.1440-1746.1992.tb00997.x' target='_blank'>Tan 1992</a>). In 1996, the prevalence was 3.6/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v24/i3/424.htm' target='_blank'>Lee 2000</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 1990, the prevalence of ulcerative colitis was 8.6/100,000 (<a href='https://onlinelibrary.wiley.com/doi/10.1111/j.1440-1746.1992.tb00997.x' target='_blank'>Tan 1992</a>). In 1996, the prevalence was 6/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v24/i3/424.htm' target='_blank'>Lee 2000</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developing</p>",1.828482918,29.12582372,28.96822227,"<p style=""font-size: 125%"">Overall prevalence: 1.83<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 29.13<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 28.97<br></p>",E,pop,,,developing,,,,
89,,Slovakia,,Slovakia,country,SVK,,,"<p style=""font-size: 150%""><b>Slovakia</b></p>","<p style=""font-size: 125%""><b>National:</b> In 1994, the prevalence of Crohn’s disease was 6.75/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/8689331/' target='_blank'>Prikazska 1996</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 1994, the prevalence of Crohn’s disease was 6.75/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/8689331/' target='_blank'>Prikazska 1996</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",7.250119346,23.89214671,21.82408051,"<p style=""font-size: 125%"">Overall prevalence: 7.25<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 23.89<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 21.82<br></p>",E,pop,,,developed,,,,
90,,South Korea,,South Korea,country,KOR,,,"<p style=""font-size: 150%""><b>South Korea</b></p>","<p style=""font-size: 125%""><b>National:</b> In 2009, the prevalence of Crohn’s disease and ulcerative colitis was 15.96/100,000 and 41.41/100,000, respectively. In 2016, the prevalence of Crohn’s disease and ulcerative coltis was 29.64/100,000 and 65.95/100,000, respectively (<a href='https://onlinelibrary.wiley.com/doi/10.1111/jgh.14542' target='_blank'>Kwak 2018</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2009, the prevalence of Crohn’s disease was 15.96/100,000. In 2016, the prevalence was 29.64/100,000 (<a href='https://onlinelibrary.wiley.com/doi/10.1111/jgh.14542' target='_blank'>Kwak 2018</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2009, the prevalence of ulcerative colitis was 41.41/100,000. By 2016, the prevalence was 65.95/100,000 (<a href='https://onlinelibrary.wiley.com/doi/10.1111/jgh.14542' target='_blank'>Kwak 2018</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developing</p>",0.806235639,11.34585649,10.88238162,"<p style=""font-size: 125%"">Overall prevalence: 0.81<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 11.35<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 10.88<br></p>",CP,pop,,,developing,,,,
